name,repository,pkg_mng
npeg,https://github.com/zevv/npeg,nimble
sync,https://github.com/planetis-m/sync,nimble
mentat,https://github.com/ruivieira/nim-mentat,nimble
zxcvbn,https://github.com/status-im/nim-zxcvbn,nimble
monocypher,https://github.com/markspanbroek/monocypher.nim,nimble
snail,https://github.com/stisa/snail,nimble
SMBExec,https://github.com/elddy/SMB-Nim,nimble
jupyternim,https://github.com/stisa/jupyternim,nimble
winimx,https://github.com/khchen/winimx,nimble
omnicollider,https://github.com/vitreo12/omnicollider,nimble
polymorph,https://github.com/rlipsc/polymorph,nimble
NimMarc,https://github.com/rsirres/NimMarc,nimble
cascade,https://github.com/haltcase/cascade,nimble
json_builder,https://github.com/undecided/json_builder,nimble
parsegemini,https://github.com/autumngray/parsegemini,nimble
imageman,https://github.com/SolitudeSF/imageman,nimble
asynctools,https://github.com/cheatfate/asynctools,nimble
tic80,https://github.com/thisago/tic80,nimble
noise,https://github.com/jangko/nim-noise,nimble
opencolor,https://github.com/Double-oxygeN/opencolor.nim,nimble
controlStructures,https://github.com/TakeYourFreedom/Additional-Control-Structures-for-Nim,nimble
duckduckgo,https://gitlab.com/lurlo/duckduckgo,nimble
autonim,https://github.com/Guevara-chan/AutoNim,nimble
stripe,https://github.com/iffy/nim-stripe,nimble
mcd,https://gitlab.com/malicious-commit-detector/mcd,nimble
gerbil,https://github.com/jasonprogrammer/gerbil,nimble
gemini,https://github.com/benob/gemini,nimble
sunvox,https://github.com/exelotl/nim-sunvox,nimble
gene,https://github.com/gcao/gene-new,nimble
synthesis,https://github.com/mratsim/Synthesis,nimble
spacenav,https://github.com/nimious/spacenav,nimble
bump,https://github.com/disruptek/bump,nimble
niledb,https://github.com/JeffersonLab/niledb,nimble
nimLUA,https://github.com/jangko/nimLUA,nimble
configparser,https://github.com/xmonader/nim-configparser,nimble
pgxcrown,https://github.com/luisacosta828/pgxcrown,nimble
itertools,https://github.com/narimiran/itertools,nimble
minecraft_server_status,https://github.com/GabrielLasso/minecraft_server_status,nimble
changer,https://github.com/iffy/changer,nimble
libnx,https://github.com/jyapayne/nim-libnx,nimble
fsmonitor,https://github.com/nim-lang/graveyard?subdir=fsmonitor,nimble
subexes,https://github.com/nim-lang/graveyard?subdir=subexes,nimble
complex,https://github.com/nim-lang/graveyard?subdir=complex,nimble
scgi,https://github.com/nim-lang/graveyard?subdir=scgi,nimble
xmldomparser,https://github.com/nim-lang/graveyard?subdir=xmldomparser,nimble
xmldom,https://github.com/nim-lang/graveyard?subdir=xmldom,nimble
randgen,https://github.com/YesDrX/randgen,nimble
dimscord,https://github.com/krisppurg/dimscord,nimble
calibre,https://github.com/juancarlospaco/nim-calibre,nimble
fuse,https://github.com/akiradeveloper/nim-fuse,nimble
dnsclient,https://github.com/ba0f3/dnsclient.nim,nimble
nmqtt,https://github.com/zevv/nmqtt,nimble
chain,https://github.com/khchen/chain,nimble
remizstd,https://gitlab.com/RemiliaScarlet/remizstd/,nimble
metatools,https://github.com/jxy/metatools,nimble
illwave,https://github.com/ansiwave/illwave,nimble
matplotnim,https://github.com/ruivieira/matplotnim,nimble
pcap,https://github.com/PMunch/nim-pcap,nimble
ptr_math,https://github.com/kaushalmodi/ptr_math,nimble
xom,https://github.com/schneiderfelipe/xom,nimble
extensions,https://github.com/jyapayne/nim-extensions,nimble
glfw,https://github.com/johnnovak/nim-glfw,nimble
ftd2xx,https://github.com/leeooox/ftd2xx,nimble
iputils,https://github.com/rockcavera/nim-iputils,nimble
newfix,https://github.com/inv2004/newfix,nimble
typelists,https://github.com/yglukhov/typelists,nimble
nim_cexc,https://github.com/metasyn/nim-cexc-splunk,nimble
lz77,https://github.com/sealmove/LZ77,nimble
edn,https://github.com/rosado/edn.nim,nimble
mdevolve,https://github.com/jxy/MDevolve,nimble
rn,https://github.com/xioren/rn,nimble
moduleinit,https://github.com/skunkiferous/moduleinit,nimble
miter,https://github.com/rafmst/miter,nimble
parsepage,https://gitlab.com/lurlo/parsepage,nimble
cirru_edn,https://github.com/Cirru/cirru-edn.nim,nimble
gentabs,https://github.com/lcrees/gentabs,nimble
sim,https://github.com/ba0f3/sim.nim,nimble
nimSocks,https://github.com/enthus1ast/nimSocks,nimble
redpool,https://github.com/zedeus/redpool,nimble
nimstopwatch,https://github.com/twist-vector/nim-stopwatch,nimble
nmark,https://github.com/kyoheiu/nmark,nimble
dpdk,https://github.com/nimscale/dpdk,nimble
useragents,https://github.com/treeform/useragents,nimble
barcode,https://github.com/bunkford/barcode,nimble
funchook,https://github.com/ba0f3/funchook.nim,nimble
mongopool,https://github.com/JohnAD/mongopool,nimble
chipmunk7,https://github.com/avahe-kellenberger/nim-chipmunk,nimble
